Rxn	KO	Reac	Prod	Path	ReacProd	ENZYME	stoichReac	stoichProd
R05795	K00923	C01277	C11554	562	C01277 => C11554	2.7.1.154	1	1
R05795	K00923	C01277	C11554	4070	C01277 => C11554	2.7.1.154	1	1
R00315	K00925	C00033	C00227	430	C00033 <=> C00227	2.7.2.1	1	1
R00315	K00925	C00033	C00227	620	C00033 <=> C00227	2.7.2.1	1	1
R00315	K00925	C00033	C00227	680	C00033 => C00227	2.7.2.1	1	1
R00315	K00925	C00033	C00227	720	C00033 <=> C00227	2.7.2.1	1	1
R00315	K00925	C00033	C00227	1120	C00033 <=> C00227	2.7.2.1	1	1
R00315	K00925	C00227	C00033	430	C00033 <=> C00227	2.7.2.1	1	1
R00315	K00925	C00227	C00033	620	C00033 <=> C00227	2.7.2.1	1	1
R00315	K00925	C00227	C00033	720	C00033 <=> C00227	2.7.2.1	1	1
R00315	K00925	C00227	C00033	1120	C00033 <=> C00227	2.7.2.1	1	1
R01353	K00925	C00163	C02876	640	C00163 <=> C02876	2.7.2.1	1	1
R01353	K00925	C02876	C00163	640	C00163 <=> C02876	2.7.2.1	1	1
R00150	K00926	C00014	C00169	330	C00014 <=> C00169	2.7.2.2	1	1
R00150	K00926	C00014	C00169	910	C00014 => C00169	2.7.2.2	1	1
R00150	K00926	C00014	C00169	1120	C00169 <=> C00014 + C00011	2.7.2.2	1	1
R00150	K00926	C00169	C00014	230	C00169 => C00014 + C00011	2.7.2.2	1	1
R00150	K00926	C00169	C00014	1120	C00169 <=> C00014 + C00011	2.7.2.2	1	1
R00150	K00926	C00169	C00014	330	C00014 <=> C00169	2.7.2.2	1	1
R01395	K00926	C01563	C00169	910	C01563 => C00169	2.7.2.2	1	1
R01512	K00927	C00197	C00236	10	C00197 <=> C00236	2.7.2.3	1	1
R01512	K00927	C00197	C00236	710	C00197 => C00236	2.7.2.3	1	1
R01512	K00927	C00197	C00236	1110	C00197 <=> C00236	2.7.2.3	1	1
R01512	K00927	C00197	C00236	1120	C00197 <=> C00236	2.7.2.3	1	1
R01512	K00927	C00236	C00197	10	C00197 <=> C00236	2.7.2.3	1	1
R01512	K00927	C00236	C00197	1110	C00197 <=> C00236	2.7.2.3	1	1
R01512	K00927	C00236	C00197	1120	C00197 <=> C00236	2.7.2.3	1	1
R00480	K00928	C00049	C03082	260	C00049 => C03082	2.7.2.4	1	1
R00480	K00928	C00049	C03082	270	C00049 => C03082	2.7.2.4	1	1
R00480	K00928	C00049	C03082	300	C00049 => C03082	2.7.2.4	1	1
R00480	K00928	C00049	C03082	1110	C00049 <=> C03082	2.7.2.4	1	1
R00480	K00928	C00049	C03082	1120	C00049 <=> C03082	2.7.2.4	1	1
R00480	K00928	C03082	C00049	1110	C00049 <=> C03082	2.7.2.4	1	1
R00480	K00928	C03082	C00049	1120	C00049 <=> C03082	2.7.2.4	1	1
R01688	K00929	C00246	C02527	650	C00246 <=> C02527	2.7.2.7	1	1
R01688	K00929	C02527	C00246	650	C00246 <=> C02527	2.7.2.7	1	1
R02649	K00930	C00624	C04133	330	C00624 => C04133	2.7.2.8	1	1
R02649	K00930	C00624	C04133	1110	C00624 <=> C04133	2.7.2.8	1	1
R02649	K00930	C04133	C00624	1110	C00624 <=> C04133	2.7.2.8	1	1
R00239	K00931	C00025	C03287	330	C00025 => C03287	2.7.2.11	1	1
R01353	K00932	C00163	C02876	640	C00163 <=> C02876	2.7.2.15	1	1
R01353	K00932	C02876	C00163	640	C00163 <=> C02876	2.7.2.15	1	1
R01881	K00933	C00300	C02305	330	C00300 => C02305	2.7.3.2	1	1
R00554	K00934	C00062	C05945	330	C00062 => C05945	2.7.3.3	1	1
R03245	K00938	C01107	C01143	900	C01107 => C01143	2.7.4.2	1	1
R03245	K00938	C01107	C01143	1110	C01107 <=> C01143	2.7.4.2	1	1
R03245	K00938	C01143	C01107	1110	C01107 <=> C01143	2.7.4.2	1	1
R00127	K00939	C00008	C00020	230	C00020 <=> C00008	2.7.4.3	2	1
R00127	K00939	C00008	C00020	1110	C00020 <=> C00008	2.7.4.3	2	1
R01547	K00939	C00206	C00360	230	C00360 <=> C00206	2.7.4.3	1	1
R01547	K00939	C00360	C00206	230	C00360 <=> C00206	2.7.4.3	1	1
R00124	K00940	C00002	C00008	230	C00008 <=> C00002	2.7.4.6	1	1
R00124	K00940	C00002	C00008	1110	C00008 <=> C00002	2.7.4.6	1	1
R00124	K00940	C00008	C00002	230	C00008 <=> C00002	2.7.4.6	1	1
R00124	K00940	C00008	C00002	1110	C00008 <=> C00002	2.7.4.6	1	1
R00139	K00940	C11038	C11039	240	C11038 => C11039	2.7.4.6	1	1
R00156	K00940	C00015	C00075	240	C00015 <=> C00075	2.7.4.6	1	1
R00156	K00940	C00075	C00015	240	C00015 <=> C00075	2.7.4.6	1	1
R00330	K00940	C00035	C00044	230	C00035 <=> C00044	2.7.4.6	1	1
R00330	K00940	C00044	C00035	230	C00035 <=> C00044	2.7.4.6	1	1
R00570	K00940	C00063	C00112	240	C00112 <=> C00063	2.7.4.6	1	1
R00570	K00940	C00112	C00063	240	C00112 <=> C00063	2.7.4.6	1	1
R00722	K00940	C00081	C00104	230	C00104 <=> C00081	2.7.4.6	1	1
R00722	K00940	C00104	C00081	230	C00104 <=> C00081	2.7.4.6	1	1
R01137	K00940	C00131	C00206	230	C00206 <=> C00131	2.7.4.6	1	1
R01137	K00940	C00206	C00131	230	C00206 <=> C00131	2.7.4.6	1	1
R01857	K00940	C00286	C00361	230	C00361 <=> C00286	2.7.4.6	1	1
R01857	K00940	C00361	C00286	230	C00361 <=> C00286	2.7.4.6	1	1
R02093	K00940	C00363	C00459	240	C00363 <=> C00459	2.7.4.6	1	1
R02093	K00940	C00459	C00363	240	C00363 <=> C00459	2.7.4.6	1	1
R02326	K00940	C00458	C00705	240	C00705 <=> C00458	2.7.4.6	1	1
R02326	K00940	C00705	C00458	240	C00705 <=> C00458	2.7.4.6	1	1
R02331	K00940	C00460	C01346	240	C01346 <=> C00460	2.7.4.6	1	1
R02331	K00940	C01346	C00460	240	C01346 <=> C00460	2.7.4.6	1	1
R03530	K00940	C01344	C01345	230	C01344 <=> C01345	2.7.4.6	1	1
R03530	K00940	C01345	C01344	230	C01344 <=> C01345	2.7.4.6	1	1
R00332	K00942	C00035	C00144	230	C00144 <=> C00035	2.7.4.8	1	1
R00332	K00942	C00144	C00035	230	C00144 <=> C00035	2.7.4.8	1	1
R02090	K00942	C00361	C00362	230	C00362 <=> C00361	2.7.4.8	1	1
R02090	K00942	C00362	C00361	230	C00362 <=> C00361	2.7.4.8	1	1
R02098	K00943	C00365	C01346	240	C00365 <=> C01346	2.7.4.9	1	1
R02098	K00943	C01346	C00365	240	C00365 <=> C01346	2.7.4.9	1	1
R02094	K00943	C00363	C00364	240	C00364 <=> C00363	2.7.4.9	1	1
R02094	K00943	C00364	C00363	240	C00364 <=> C00363	2.7.4.9	1	1
R00157	K00944	C00015	C00075	240	C00015 => C00075	2.7.4.10	1	1
R00512	K00945	C00055	C00112	240	C00055 <=> C00112	2.7.4.25	1	1
R00512	K00945	C00112	C00055	240	C00055 <=> C00112	2.7.4.25	1	1
R01665	K00945	C00239	C00705	240	C00239 => C00705	2.7.4.25	1	1
R00158	K00945	C00015	C00105	240	C00105 <=> C00015	2.7.4.25	1	1
R00158	K00945	C00105	C00015	240	C00105 <=> C00015	2.7.4.25	1	1
R00617	K00946	C01081	C00068	730	C01081 => C00068	2.7.4.16	1	1
R01049	K00948	C00117	C00119	30	C00117 <=> C00119	2.7.6.1	1	1
R01049	K00948	C00117	C00119	230	C00117 => C00119	2.7.6.1	1	1
R01049	K00948	C00117	C00119	1110	C00117 <=> C00119	2.7.6.1	1	1
R01049	K00948	C00117	C00119	1120	C00117 <=> C00119	2.7.6.1	1	1
R01049	K00948	C00119	C00117	30	C00117 <=> C00119	2.7.6.1	1	1
R01049	K00948	C00119	C00117	1110	C00117 <=> C00119	2.7.6.1	1	1
R01049	K00948	C00119	C00117	1120	C00117 <=> C00119	2.7.6.1	1	1
R00619	K00949	C00378	C00068	730	C00378 => C00068	2.7.6.2	1	1
R03503	K00950	C01300	C04807	790	C01300 => C04807	2.7.6.3	1	1
R00429	K00951	C00044	C04494	230	C00044 => C04494	2.7.6.5	1	1
R00137	K00952	C00003	C00455	760	C00455 <=> C00003	2.7.7.1	1	1
R00137	K00952	C00455	C00003	760	C00455 <=> C00003	2.7.7.1	1	1
R03005	K00952	C00857	C01185	760	C01185 <=> C00857	2.7.7.1	1	1
R03005	K00952	C01185	C00857	760	C01185 <=> C00857	2.7.7.1	1	1
R00161	K00953	C00061	C00016	740	C00061 => C00016	2.7.7.2	1	1
R03035	K00954	C00882	C01134	770	C01134 <=> C00882	2.7.7.3	1	1
R03035	K00954	C01134	C00882	770	C01134 <=> C00882	2.7.7.3	1	1
R00529	K00956	C00059	C00224	230	C00059 => C00224	2.7.7.4	1	1
R00529	K00956	C00059	C00224	920	C00059 => C00224	2.7.7.4	1	1
R00529	K00956	C00059	C00224	1120	C00059 <=> C00224	2.7.7.4	1	1
R00529	K00956	C00224	C00059	1120	C00059 <=> C00224	2.7.7.4	1	1
R04929	K00956	C05697	C05686	450	C05697 => C05686	2.7.7.4	1	1
R00529	K00957	C00059	C00224	230	C00059 => C00224	2.7.7.4	1	1
R00529	K00957	C00059	C00224	920	C00059 => C00224	2.7.7.4	1	1
R00529	K00957	C00059	C00224	1120	C00059 <=> C00224	2.7.7.4	1	1
R00529	K00957	C00224	C00059	1120	C00059 <=> C00224	2.7.7.4	1	1
R04929	K00957	C05697	C05686	450	C05697 => C05686	2.7.7.4	1	1
R00529	K00958	C00059	C00224	230	C00059 => C00224	2.7.7.4	1	1
R00529	K00958	C00059	C00224	920	C00059 => C00224	2.7.7.4	1	1
R00529	K00958	C00059	C00224	1120	C00059 <=> C00224	2.7.7.4	1	1
R00529	K00958	C00224	C00059	1120	C00059 <=> C00224	2.7.7.4	1	1
R04929	K00958	C05697	C05686	450	C05697 => C05686	2.7.7.4	1	1
R00289	K00963	C00029	C00103	52	C00103 <=> C00029	2.7.7.9	1	1
R00289	K00963	C00029	C00103	520	C00103 <=> C00029	2.7.7.9	1	1
R00289	K00963	C00029	C00103	1110	C00103 <=> C00029	2.7.7.9	1	1
R00289	K00963	C00103	C00029	40	C00103 => C00029	2.7.7.9	1	1
R00289	K00963	C00103	C00029	52	C00103 <=> C00029	2.7.7.9	1	1
R00289	K00963	C00103	C00029	500	C00103 => C00029	2.7.7.9	1	1
R00289	K00963	C00103	C00029	520	C00103 <=> C00029	2.7.7.9	1	1
R00289	K00963	C00103	C00029	1110	C00103 <=> C00029	2.7.7.9	1	1
R00955	K00965	C00029	C00052	52	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00029	C00052	520	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00029	C00103	52	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00029	C00103	520	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00052	C00029	52	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00052	C00029	520	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00052	C00446	52	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00052	C00446	520	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00103	C00029	52	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00103	C00029	520	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00103	C00446	52	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00103	C00446	520	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00446	C00052	52	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00446	C00052	520	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00446	C00103	52	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00955	K00965	C00446	C00103	520	C00029 + C00446 <=> C00052 + C00103	2.7.7.12	1	1
R00885	K00966	C00096	C00636	520	C00636 <=> C00096	2.7.7.13	1	1
R00885	K00966	C00096	C00636	1110	C00636 <=> C00096	2.7.7.13	1	1
R00885	K00966	C00636	C00096	51	C00636 => C00096	2.7.7.13	1	1
R00885	K00966	C00636	C00096	520	C00636 <=> C00096	2.7.7.13	1	1
R00885	K00966	C00636	C00096	1110	C00636 <=> C00096	2.7.7.13	1	1
R02038	K00967	C00346	C00570	564	C00346 => C00570	2.7.7.14	1	1
R04247	K00967	C03557	C05673	440	C03557 => C05673	2.7.7.14	1	1
R01890	K00968	C00588	C00307	564	C00588 => C00307	2.7.7.15	1	1
R02590	K00968	C06459	C05674	440	C06459 => C05674	2.7.7.15	1	1
R00137	K00969	C00003	C00455	760	C00455 <=> C00003	2.7.7.18	1	1
R00137	K00969	C00455	C00003	760	C00455 <=> C00003	2.7.7.18	1	1
R03005	K00969	C00857	C01185	760	C01185 <=> C00857	2.7.7.18	1	1
R03005	K00969	C01185	C00857	760	C01185 <=> C00857	2.7.7.18	1	1
R00885	K00971	C00096	C00636	520	C00636 <=> C00096	2.7.7.13	1	1
R00885	K00971	C00096	C00636	1110	C00636 <=> C00096	2.7.7.13	1	1
R00885	K00971	C00636	C00096	51	C00636 => C00096	2.7.7.13	1	1
R00885	K00971	C00636	C00096	520	C00636 <=> C00096	2.7.7.13	1	1
R00885	K00971	C00636	C00096	1110	C00636 <=> C00096	2.7.7.13	1	1
R02328	K00973	C00103	C00842	521	C00103 => C00842	2.7.7.24	1	1
R02328	K00973	C00103	C00842	523	C00103 => C00842	2.7.7.24	1	1
R02328	K00973	C00103	C00842	1110	C00103 <=> C00842	2.7.7.24	1	1
R02328	K00973	C00842	C00103	1110	C00103 <=> C00842	2.7.7.24	1	1
R00948	K00975	C00103	C00498	500	C00103 => C00498	2.7.7.27	1	1
R00948	K00975	C00103	C00498	520	C00103 <=> C00498	2.7.7.27	1	1
R00948	K00975	C00498	C00103	520	C00103 <=> C00498	2.7.7.27	1	1
R01951	K00976	C00325	C02985	51	C02985 <=> C00325	2.7.7.30	1	1
R01951	K00976	C00325	C02985	520	C02985 <=> C00325	2.7.7.30	1	1
R01951	K00976	C02985	C00325	51	C02985 <=> C00325	2.7.7.30	1	1
R01951	K00976	C02985	C00325	520	C02985 <=> C00325	2.7.7.30	1	1
R00956	K00978	C00103	C00501	500	C00103 <=> C00501	2.7.7.33	1	1
R00956	K00978	C00103	C00501	520	C00103 <=> C00501	2.7.7.33	1	1
R00956	K00978	C00501	C00103	500	C00103 <=> C00501	2.7.7.33	1	1
R00956	K00978	C00501	C00103	520	C00103 <=> C00501	2.7.7.33	1	1
R03351	K00979	C01187	C04121	540	C01187 => C04121	2.7.7.38	1	1
R00856	K00980	C00093	C00513	564	C00093 => C00513	2.7.7.39	1	1
R01799	K00981	C00416	C00269	564	C00416 => C00269	2.7.7.41	1	1
R01799	K00981	C00416	C00269	4070	C00416 => C00269	2.7.7.41	1	1
R01117	K00983	C00128	C00270	520	C00270 <=> C00128	2.7.7.43	1	1
R01117	K00983	C00270	C00128	520	C00270 <=> C00128	2.7.7.43	1	1
R04215	K00983	C03410	C03691	520	C03410 <=> C03691	2.7.7.43	1	1
R04215	K00983	C03691	C03410	520	C03410 <=> C03691	2.7.7.43	1	1
R05633	K00991	C11434	C11435	900	C11434 => C11435	2.7.7.60	1	1
R05633	K00991	C11434	C11435	1110	C11434 <=> C11435	2.7.7.60	1	1
R05633	K00991	C11435	C11434	1110	C11434 <=> C11435	2.7.7.60	1	1
R02057	K00993	C00570	C00350	564	C00641 + C00570 => C00350	2.7.8.1	1	1
R02057	K00993	C00641	C00350	564	C00641 + C00570 => C00350	2.7.8.1	1	1
R04920	K00993	C05673	C05675	440	C05673 => C05675	2.7.8.1	1	1
R06364	K00993	C03201	C04475	565	C03201 => C04475	2.7.8.1	1	1
R07384	K00993	C03454	C04756	565	C04756 <=> C03454	2.7.8.1	1	1
R07384	K00993	C04756	C03454	565	C04756 <=> C03454	2.7.8.1	1	1
R01321	K00994	C00307	C00157	564	C00641 + C00307 => C00157	2.7.8.2	1	1
R01321	K00994	C00641	C00157	564	C00641 + C00307 => C00157	2.7.8.2	1	1
R04321	K00994	C03820	C04598	565	C03820 => C04598	2.7.8.2	1	1
R04922	K00994	C05674	C05676	440	C05674 => C05676	2.7.8.2	1	1
R07389	K00994	C03201	C05212	565	C03201 => C05212	2.7.8.2	1	1
R01801	K00995	C00269	C03892	564	C00269 => C03892	2.7.8.5	1	1
R01625	K00997	C00010	C00054	770	C03688 + C00010 => C00229 + C00054	2.7.8.7	1	1
R01625	K00997	C00010	C00229	770	C03688 + C00010 => C00229 + C00054	2.7.8.7	1	1
R01625	K00997	C03688	C00054	770	C03688 + C00010 => C00229 + C00054	2.7.8.7	1	1
R01625	K00997	C03688	C00229	770	C03688 + C00010 => C00229 + C00054	2.7.8.7	1	1
R01800	K00998	C00065	C02737	260	C00065 => C02737	2.7.8.8	1	1
R01800	K00998	C00269	C02737	564	C00269 => C02737	2.7.8.8	1	1
R01802	K00999	C00137	C01194	562	C00137 => C01194	2.7.8.11	1	1
R01802	K00999	C00269	C01194	564	C00269 => C01194	2.7.8.11	1	1
R01802	K00999	C00269	C01194	4070	C00269 => C01194	2.7.8.11	1	1
R05629	K01000	C04702	C00105	550	C04702 + C17556 => C04851 + C00105	2.7.8.13	1	1
R05629	K01000	C04702	C04851	550	C04702 + C17556 => C04851 + C00105	2.7.8.13	1	1
R05629	K01000	C17556	C00105	550	C04702 + C17556 => C04851 + C00105	2.7.8.13	1	1
R05629	K01000	C17556	C04851	550	C04702 + C17556 => C04851 + C00105	2.7.8.13	1	1
R05630	K01000	C04882	C00105	550	C04882 + C17556 => C00105 + C05897	2.7.8.13	1	1
R05630	K01000	C04882	C05897	550	C04882 + C17556 => C00105 + C05897	2.7.8.13	1	1
R05630	K01000	C17556	C00105	550	C04882 + C17556 => C00105 + C05897	2.7.8.13	1	1
R05630	K01000	C17556	C05897	550	C04882 + C17556 => C00105 + C05897	2.7.8.13	1	1
R05969	K01001	C00110	G00001	510	C00110 => G00001	2.7.8.15	1	1
R00217	K01003	C00036	C00022	620	C00036 => C00022	4.1.1.112	1	1
R05794	K01004	C00269	C00157	564	C00269 => C00157	2.7.8.24	1	1
R00206	K01006	C00022	C00074	620	C00022 => C00074	2.7.9.1	1	1
R00206	K01006	C00022	C00074	710	C00022 => C00074	2.7.9.1	1	1
R00206	K01006	C00022	C00074	1120	C00022 <=> C00074	2.7.9.1	1	1
R00206	K01006	C00074	C00022	1120	C00022 <=> C00074	2.7.9.1	1	1
R00199	K01007	C00022	C00074	620	C00022 => C00074	2.7.9.2	1	1
R00199	K01007	C00022	C00074	680	C00022 => C00074	2.7.9.2	1	1
R00199	K01007	C00022	C00074	720	C00022 => C00074	2.7.9.2	1	1
R00199	K01007	C00022	C00074	1120	C00022 <=> C00074	2.7.9.2	1	1
R00199	K01007	C00074	C00022	1120	C00022 <=> C00074	2.7.9.2	1	1
R03595	K01008	C01528	C05172	450	C01528 <=> C05172	2.7.9.3	1	1
R03595	K01008	C05172	C01528	450	C01528 <=> C05172	2.7.9.3	1	1
R01078	K01012	C01909	C00120	780	C01909 => C00120	2.8.1.6	1	1
R01242	K01014	C00053	C00054	920	C00053 => C00054	2.8.2.1	1	1
R01242	K01014	C00053	C00054	1120	C00053 <=> C00054	2.8.2.1	1	1
R01242	K01014	C00054	C00053	1120	C00053 <=> C00054	2.8.2.1	1	1
R00629	K01015	C00053	C00054	920	C00053 => C00054	2.8.2.2	1	1
R00629	K01015	C00053	C00054	1120	C00053 <=> C00054	2.8.2.2	1	1
R00629	K01015	C00054	C00053	1120	C00053 <=> C00054	2.8.2.2	1	1
R03405	K01015	C01227	C04555	140	C01227 => C04555	2.8.2.2	1	1
R08977	K01015	C00187	C18043	140	C00187 => C18043	2.8.2.2	1	1
R08978	K01015	C01953	C18044	140	C01953 => C18044	2.8.2.2	1	1
R02350	K01016	C00053	C00054	920	C00053 => C00054	2.8.2.4	1	1
R02350	K01016	C00468	C02538	140	C00468 => C02538	2.8.2.4	1	1
R02350	K01016	C02538	C00468	140	C02538 => C00468	2.8.2.4	1	1
R02180	K01017	C00053	C00054	920	C00053 => C00054	2.8.2.5	1	1
R04017	K01019	C02686	C06125	600	C02686 <=> C06125	2.8.2.11	1	1
R04017	K01019	C06125	C02686	600	C02686 <=> C06125	2.8.2.11	1	1
R05105	K01019	C06126	C06127	600	C06126 => C06127	2.8.2.11	1	1
R00928	K01026	C00024	C00033	620	C00024 <=> C00033	2.8.3.1	1	1
R00928	K01026	C00033	C00024	620	C00024 <=> C00033	2.8.3.1	1	1
R00928	K01026	C00100	C00163	640	C00163 <=> C00100	2.8.3.1	1	1
R00928	K01026	C00163	C00100	640	C00163 <=> C00100	2.8.3.1	1	1
R01449	K01026	C00186	C00827	640	C00186 <=> C00827	2.8.3.1	1	1
R01449	K01026	C00827	C00186	640	C00186 <=> C00827	2.8.3.1	1	1
R05508	K01026	C00186	C00827	1120	C00827 <=> C00186	2.8.3.1	1	1
R05508	K01026	C00827	C00186	643	C00827 => C00186	2.8.3.1	1	1
R05508	K01026	C00827	C00186	1120	C00827 <=> C00186	2.8.3.1	1	1
R00410	K01027	C00164	C00332	72	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01027	C00164	C00332	280	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01027	C00164	C00332	650	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01027	C00332	C00164	72	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01027	C00332	C00164	280	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01027	C00332	C00164	650	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01028	C00164	C00332	72	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01028	C00164	C00332	280	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01028	C00164	C00332	650	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01028	C00332	C00164	72	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01028	C00332	C00164	280	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01028	C00332	C00164	650	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01029	C00164	C00332	72	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01029	C00164	C00332	280	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01029	C00164	C00332	650	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01029	C00332	C00164	72	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01029	C00332	C00164	280	C00164 <=> C00332	2.8.3.5	1	1
R00410	K01029	C00332	C00164	650	C00164 <=> C00332	2.8.3.5	1	1
R02990	K01031	C00846	C02232	362	C00846 => C02232	2.8.3.6	1	1
R02990	K01031	C00846	C02232	1120	C00846 <=> C02232	2.8.3.6	1	1
R02990	K01031	C02232	C00846	1120	C00846 <=> C02232	2.8.3.6	1	1
R02990	K01032	C00846	C02232	362	C00846 => C02232	2.8.3.6	1	1
R02990	K01032	C00846	C02232	1120	C00846 <=> C02232	2.8.3.6	1	1
R02990	K01032	C02232	C00846	1120	C00846 <=> C02232	2.8.3.6	1	1
R04000	K01039	C02630	C03058	650	C02630 <=> C03058	2.8.3.12	1	1
R04000	K01039	C03058	C02630	650	C02630 <=> C03058	2.8.3.12	1	1
R05509	K01039	C00511	C00894	643	C00511 => C00894	2.8.3.12	1	1
R05509	K01039	C00511	C00894	1120	C00511 <=> C00894	2.8.3.12	1	1
R05509	K01039	C00894	C00511	1120	C00511 <=> C00894	2.8.3.12	1	1
R04000	K01040	C02630	C03058	650	C02630 <=> C03058	2.8.3.12	1	1
R04000	K01040	C03058	C02630	650	C02630 <=> C03058	2.8.3.12	1	1
R05509	K01040	C00511	C00894	643	C00511 => C00894	2.8.3.12	1	1
R05509	K01040	C00511	C00894	1120	C00511 <=> C00894	2.8.3.12	1	1
R05509	K01040	C00894	C00511	1120	C00511 <=> C00894	2.8.3.12	1	1
R08219	K01042	C05172	C06482	450	C06481 + C05172 => C06482	2.9.1.1	1	1
R08219	K01042	C06481	C06482	450	C06481 + C05172 => C06482	2.9.1.1	1	1
R08219	K01042	C06481	C06482	970	C06481 => C06482	2.9.1.1	1	1
R06728	K01044	C01416	C12448	960	C01416 => C12448	3.1.1.1	1	1
R06728	K01044	C01416	C12448	1110	C01416 <=> C12448	3.1.1.1	1	1
R06728	K01044	C12448	C01416	1110	C01416 <=> C12448	3.1.1.1	1	1
R08220	K01044	C12650	C16635	983	C12650 => C16635	3.1.1.1	1	1
R08249	K01044	C07585	C07446	983	C07585 => C07447 + C07446	3.1.1.1	1	1
R08249	K01044	C07585	C07447	983	C07585 => C07447 + C07446	3.1.1.1	1	1
R08251	K01044	C07054	C05361	983	C07054 => C07446 + C05361	3.1.1.1	1	1
R08251	K01044	C07054	C07446	983	C07054 => C07446 + C05361	3.1.1.1	1	1
R08255	K01044	C16641	C11173	983	C16641 => C11173	3.1.1.1	1	1
R08258	K01044	C16543	C11173	983	C16543 => C11173	3.1.1.1	1	1
R02250	K01046	C00422	C00162	561	C00422 => C00162 + C00641	3.1.1.3	1	1
R02250	K01046	C00422	C00641	561	C00422 => C00162 + C00641	3.1.1.3	1	1
R02687	K01046	C00641	C00162	561	C00641 => C00162 + C01885	3.1.1.3	1	1
R02687	K01046	C00641	C01885	561	C00641 => C00162 + C01885	3.1.1.3	1	1
R01315	K01047	C00157	C04230	564	C00157 => C04230	3.1.1.4	1	1
R01317	K01047	C00157	C00219	590	C00219 <=> C00157	3.1.1.4	1	1
R01317	K01047	C00219	C00157	590	C00219 <=> C00157	3.1.1.4	1	1
R02053	K01047	C00350	C04438	564	C00350 => C04438	3.1.1.4	1	1
R07064	K01047	C00157	C01595	591	C00157 => C01595	3.1.1.4	1	1
R07379	K01047	C04756	C04635	565	C04756 => C04635	3.1.1.4	1	1
R07387	K01047	C05212	C04317	565	C05212 => C04317	3.1.1.4	1	1
R07859	K01047	C00157	C06427	592	C00157 => C06427	3.1.1.4	1	1
R01026	K01049	C01996	C00114	564	C01996 => C00114	3.1.1.7	1	1
R02362	K01051	C00714	C00470	40	C00714 => C00470	3.1.1.11	1	1
R02362	K01051	C00714	C00470	500	C00714 => C00470	3.1.1.11	1	1
R01462	K01052	C02530	C00187	100	C02530 => C00187	3.1.1.13	1	1
R01519	K01053	C00198	C00257	30	C00198 => C00257	3.1.1.17	1	1
R01519	K01053	C00198	C00257	1110	C00198 <=> C00257	3.1.1.17	1	1
R01519	K01053	C00198	C00257	1120	C00198 <=> C00257	3.1.1.17	1	1
R01519	K01053	C00257	C00198	1110	C00198 <=> C00257	3.1.1.17	1	1
R01519	K01053	C00257	C00198	1120	C00198 <=> C00257	3.1.1.17	1	1
R02933	K01053	C00800	C01040	53	C01040 <=> C00800	3.1.1.17	1	1
R02933	K01053	C01040	C00800	53	C01040 <=> C00800	3.1.1.17	1	1
R03751	K01053	C01880	C06103	930	C01880 => C06103	3.1.1.17	1	1
R03751	K01053	C01880	C06103	1120	C01880 <=> C06103	3.1.1.17	1	1
R03751	K01053	C06103	C01880	1120	C01880 <=> C06103	3.1.1.17	1	1
R01351	K01054	C01885	C00116	561	C01885 => C00162 + C00116	3.1.1.23	1	1
R01351	K01054	C01885	C00162	561	C01885 => C00162 + C00116	3.1.1.23	1	1
