Rxn	KO	Reac	Prod	Path	ReacProd	ENZYME	stoichReac	stoichProd
R05068	K00053	C14463	C06007	290	C06007 <=> C14463	1.1.1.86	1	1
R05068	K00053	C14463	C06007	1110	C06007 <=> C14463	1.1.1.86	1	1
R05069	K00053	C06006	C14463	290	C06006 <=> C14463	1.1.1.86	1	1
R05069	K00053	C06006	C14463	1110	C06006 <=> C14463	1.1.1.86	1	1
R05069	K00053	C14463	C06006	290	C06006 <=> C14463	1.1.1.86	1	1
R05069	K00053	C14463	C06006	1110	C06006 <=> C14463	1.1.1.86	1	1
R05071	K00053	C04181	C06010	290	C06010 <=> C04181	1.1.1.86	1	1
R05071	K00053	C04181	C06010	1110	C06010 <=> C04181	1.1.1.86	1	1
R05071	K00053	C06010	C04181	290	C06010 <=> C04181	1.1.1.86	1	1
R05071	K00053	C06010	C04181	1110	C06010 <=> C04181	1.1.1.86	1	1
R02081	K00054	C00356	C00418	1110	C00356 <=> C00418	1.1.1.88	1	1
R02081	K00054	C00356	C00418	900	C00418 <=> C00356	1.1.1.88	1	1
R02081	K00054	C00418	C00356	900	C00418 <=> C00356	1.1.1.88	1	1
R02081	K00054	C00418	C00356	1110	C00356 <=> C00418	1.1.1.88	1	1
R01763	K00055	C00261	C00556	1120	C00556 <=> C00261	1.1.1.90	1	1
R01763	K00055	C00556	C00261	623	C00556 => C00261	1.1.1.90	1	1
R01763	K00055	C00556	C00261	1120	C00556 <=> C00261	1.1.1.90	1	1
R02611	K00055	C00601	C05853	360	C05853 <=> C00601	1.1.1.90	1	1
R02611	K00055	C05853	C00601	360	C05853 <=> C00601	1.1.1.90	1	1
R04304	K00055	C03765	C06044	350	C03765 => C06044	1.1.1.90	1	1
R05282	K00055	C06757	C06758	622	C06757 => C06758	1.1.1.90	1	1
R05282	K00055	C06757	C06758	1120	C06757 <=> C06758	1.1.1.90	1	1
R05282	K00055	C06758	C06757	1120	C06757 <=> C06758	1.1.1.90	1	1
R05347	K00055	C07209	C07216	1120	C07216 <=> C07209	1.1.1.90	1	1
R05347	K00055	C07216	C07209	622	C07216 => C07209	1.1.1.90	1	1
R05347	K00055	C07216	C07209	1120	C07216 <=> C07209	1.1.1.90	1	1
R05348	K00055	C07213	C07214	622	C07213 => C07214	1.1.1.90	1	1
R05348	K00055	C07213	C07214	1120	C07213 <=> C07214	1.1.1.90	1	1
R05348	K00055	C07214	C07213	1120	C07213 <=> C07214	1.1.1.90	1	1
R00842	K00057	C00093	C00111	564	C00093 <=> C00111	1.1.1.94	1	1
R00842	K00057	C00111	C00093	564	C00093 <=> C00111	1.1.1.94	1	1
R00844	K00057	C00093	C00111	564	C00093 <=> C00111	1.1.1.94	1	1
R00844	K00057	C00111	C00093	564	C00093 <=> C00111	1.1.1.94	1	1
R04533	K00059	C04618	C05744	61	C04618 <=> C05744	1.1.1.100	1	1
R04533	K00059	C05744	C04618	61	C04618 <=> C05744	1.1.1.100	1	1
R04534	K00059	C04619	C05753	61	C05753 <=> C04619	1.1.1.100	1	1
R04534	K00059	C05753	C04619	61	C05753 <=> C04619	1.1.1.100	1	1
R04536	K00059	C04620	C05750	61	C05750 <=> C04620	1.1.1.100	1	1
R04536	K00059	C05750	C04620	61	C05750 <=> C04620	1.1.1.100	1	1
R04543	K00059	C04633	C05762	61	C05762 <=> C04633	1.1.1.100	1	1
R04543	K00059	C05762	C04633	61	C05762 <=> C04633	1.1.1.100	1	1
R04566	K00059	C04688	C05759	61	C05759 <=> C04688	1.1.1.100	1	1
R04566	K00059	C05759	C04688	61	C05759 <=> C04688	1.1.1.100	1	1
R04953	K00059	C05746	C05747	61	C05746 <=> C05747	1.1.1.100	1	1
R04953	K00059	C05747	C05746	61	C05746 <=> C05747	1.1.1.100	1	1
R04964	K00059	C05756	C05757	61	C05756 <=> C05757	1.1.1.100	1	1
R04964	K00059	C05757	C05756	61	C05756 <=> C05757	1.1.1.100	1	1
R07763	K00059	C00005	C00006	1040	C16219 + C00005 + C00080 => C16220 + C00006	1.1.1.100	1	1
R07763	K00059	C00005	C16220	1040	C16219 + C00005 + C00080 => C16220 + C00006	1.1.1.100	1	1
R07763	K00059	C00080	C00006	1040	C16219 + C00005 + C00080 => C16220 + C00006	1.1.1.100	1	1
R07763	K00059	C00080	C16220	1040	C16219 + C00005 + C00080 => C16220 + C00006	1.1.1.100	1	1
R07763	K00059	C16219	C00006	1040	C16219 + C00005 + C00080 => C16220 + C00006	1.1.1.100	1	1
R07763	K00059	C16219	C16220	61	C16219 <=> C16220	1.1.1.100	1	1
R07763	K00059	C16219	C16220	1040	C16219 + C00005 + C00080 => C16220 + C00006	1.1.1.100	1	1
R07763	K00059	C16220	C16219	61	C16219 <=> C16220	1.1.1.100	1	1
R01465	K00060	C00188	C03508	260	C00188 <=> C03508	1.1.1.103	1	1
R01465	K00060	C03508	C00188	260	C00188 <=> C03508	1.1.1.103	1	1
R03048	K00061	C00899	C02110	830	C02110 <=> C00899	1.1.1.315	1	1
R03048	K00061	C02110	C00899	830	C02110 <=> C00899	1.1.1.315	1	1
R08382	K00061	C16681	C16682	830	C16682 <=> C16681	1.1.1.315	1	1
R08382	K00061	C16682	C16681	830	C16682 <=> C16681	1.1.1.315	1	1
R07675	K00064	C01115	C01825	1110	C01825 <=> C01115	1.1.1.122	1	1
R07675	K00064	C01825	C01115	53	C01825 => C01115	1.1.1.122	1	1
R07675	K00064	C01825	C01115	1110	C01825 <=> C01115	1.1.1.122	1	1
R01542	K00065	C00204	C04349	40	C00204 <=> C04349	1.1.1.127	1	1
R01542	K00065	C04349	C00204	40	C00204 <=> C04349	1.1.1.127	1	1
R00880	K00066	C00096	C00976	51	C00096 => C00976	1.1.1.132	1	1
R00880	K00066	C00096	C00976	520	C00096 => C00976	1.1.1.132	1	1
R02777	K00067	C00688	C03319	521	C00688 => C03319	1.1.1.133	1	1
R02777	K00067	C00688	C03319	523	C00688 => C03319	1.1.1.133	1	1
R02777	K00067	C00688	C03319	1110	C03319 <=> C00688	1.1.1.133	1	1
R02777	K00067	C03319	C00688	1110	C03319 <=> C00688	1.1.1.133	1	1
R05607	K00068	C01096	C05345	51	C01096 <=> C05345	1.1.1.140	1	1
R05607	K00068	C05345	C01096	51	C01096 <=> C05345	1.1.1.140	1	1
R01813	K00072	C04244	C00272	790	C04244 => C00272	1.1.1.153	1	1
R02935	K00073	C00603	C00802	230	C00603 => C00802	1.1.1.350	1	1
R02935	K00073	C00603	C00802	1120	C00603 <=> C00802	1.1.1.350	1	1
R02935	K00073	C00802	C00603	1120	C00603 <=> C00802	1.1.1.350	1	1
R02936	K00073	C00603	C00802	230	C00603 => C00802	1.1.1.350	1	1
R02936	K00073	C00603	C00802	1120	C00603 <=> C00802	1.1.1.350	1	1
R02936	K00073	C00802	C00603	1120	C00603 <=> C00802	1.1.1.350	1	1
R01976	K00074	C00332	C01144	650	C01144 <=> C00332	1.1.1.157	1	1
R01976	K00074	C00332	C01144	1120	C01144 <=> C00332	1.1.1.157	1	1
R01976	K00074	C01144	C00332	362	C01144 => C00332	1.1.1.157	1	1
R01976	K00074	C01144	C00332	650	C01144 <=> C00332	1.1.1.157	1	1
R01976	K00074	C01144	C00332	1120	C01144 <=> C00332	1.1.1.157	1	1
R06941	K00074	C02232	C14145	1120	C14145 <=> C02232	1.1.1.157	1	1
R06941	K00074	C14145	C02232	930	C14145 => C02232	1.1.1.157	1	1
R06941	K00074	C14145	C02232	1120	C14145 <=> C02232	1.1.1.157	1	1
R03191	K00075	C04631	C01050	520	C04631 => C01050	1.3.1.98	1	1
R03191	K00075	C04631	C01050	550	C04631 => C01050	1.3.1.98	1	1
R03192	K00075	C04631	C01050	520	C04631 => C01050	1.3.1.98	1	1
R03192	K00075	C04631	C01050	550	C04631 => C01050	1.3.1.98	1	1
R02472	K00077	C00522	C00966	770	C00522 <=> C00966	1.1.1.169	1	1
R02472	K00077	C00522	C00966	1110	C00522 <=> C00966	1.1.1.169	1	1
R02472	K00077	C00966	C00522	770	C00522 <=> C00966	1.1.1.169	1	1
R02472	K00077	C00966	C00522	1110	C00522 <=> C00966	1.1.1.169	1	1
R02581	K00081	C00584	C00639	590	C00584 => C00639	1.1.1.184	1	1
R03458	K00082	C01268	C04454	740	C01268 => C04454	1.1.1.193	1	1
R02593	K00083	C00590	C02666	1110	C00590 <=> C02666	1.1.1.195	1	1
R02593	K00083	C02666	C00590	940	C02666 => C00590	1.1.1.195	1	1
R02593	K00083	C02666	C00590	1110	C00590 <=> C02666	1.1.1.195	1	1
R03918	K00083	C02325	C05610	1110	C02325 <=> C05610	1.1.1.195	1	1
R03918	K00083	C05610	C02325	940	C05610 => C02325	1.1.1.195	1	1
R03918	K00083	C05610	C02325	1110	C02325 <=> C05610	1.1.1.195	1	1
R06570	K00083	C12204	C12205	940	C12204 => C12205	1.1.1.195	1	1
R06570	K00083	C12204	C12205	1110	C12204 <=> C12205	1.1.1.195	1	1
R06570	K00083	C12205	C12204	1110	C12204 <=> C12205	1.1.1.195	1	1
R06571	K00083	C10945	C12206	940	C10945 => C12206	1.1.1.195	1	1
R06571	K00083	C10945	C12206	1110	C10945 <=> C12206	1.1.1.195	1	1
R06571	K00083	C12206	C10945	1110	C10945 <=> C12206	1.1.1.195	1	1
R07437	K00083	C02646	C05608	1110	C05608 <=> C02646	1.1.1.195	1	1
R07437	K00083	C05608	C02646	940	C05608 => C02646	1.1.1.195	1	1
R07437	K00083	C05608	C02646	1110	C05608 <=> C02646	1.1.1.195	1	1
R02581	K00084	C00584	C00639	590	C00584 => C00639	1.1.1.184	1	1
R02377	K00086	C00479	C05979	561	C00479 => C05979	1.1.1.202	1	1
R03119	K00086	C00969	C02457	561	C00969 => C02457	1.1.1.202	1	1
R01768	K00087	C00262	C00385	230	C00262 => C00385	1.17.1.4	1	1
R02103	K00087	C00366	C00385	1120	C00385 <=> C00366	1.17.1.4	1	1
R02103	K00087	C00385	C00366	230	C00385 => C00366	1.17.1.4	1	1
R02103	K00087	C00385	C00366	1120	C00385 <=> C00366	1.17.1.4	1	1
R01130	K00088	C00130	C00655	230	C00130 => C00655	1.1.1.205	1	1
R01130	K00088	C00130	C00655	1110	C00130 <=> C00655	1.1.1.205	1	1
R01130	K00088	C00655	C00130	1110	C00130 <=> C00655	1.1.1.205	1	1
R08240	K00088	C04646	C16618	983	C04646 => C16618	1.1.1.205	1	1
R00605	K00093	C00067	C00132	680	C00132 <=> C00067	1.1.1.244	1	1
R00605	K00093	C00067	C00132	1120	C00132 <=> C00067	1.1.1.244	1	1
R00605	K00093	C00132	C00067	680	C00132 <=> C00067	1.1.1.244	1	1
R00605	K00093	C00132	C00067	1120	C00132 <=> C00067	1.1.1.244	1	1
R05571	K00094	C06311	C01097	52	C06311 => C01097	1.1.1.251	1	1
R05681	K00097	C06055	C07335	750	C06055 => C07335	1.1.1.262	1	1
R07406	K00097	C07335	C11638	750	C07335 => C11638	1.1.1.262	1	1
R05688	K00099	C11434	C11437	1110	C11434 <=> C11437	1.1.1.267	1	1
R05688	K00099	C11437	C11434	900	C11437 => C11434	1.1.1.267	1	1
R05688	K00099	C11437	C11434	1110	C11434 <=> C11437	1.1.1.267	1	1
R00196	K00101	C00186	C00022	620	C00186 => C00022	1.1.2.3	1	1
R00197	K00102	C00256	C00022	620	C00256 => C00022	1.1.2.4	1	1
R00647	K00103	C03289	C00072	53	C03289 => C00072	1.1.3.8	1	1
R03184	K00103	C01040	C03289	53	C01040 => C03289	1.1.3.8	1	1
R00475	K00104	C00048	C00160	1120	C00160 <=> C00048	1.1.3.15	1	1
R00475	K00104	C00160	C00048	630	C00160 => C00048	1.1.3.15	1	1
R00475	K00104	C00160	C00048	1120	C00160 <=> C00048	1.1.3.15	1	1
R00846	K00105	C00093	C00111	564	C00093 <=> C00111	1.1.3.21	1	1
R00846	K00105	C00111	C00093	564	C00093 <=> C00111	1.1.3.21	1	1
R01025	K00108	C00114	C00576	260	C00114 => C00576	1.1.99.1	1	1
R03534	K00109	C00026	C02630	650	C00026 => C02630	1.1.99.2	1	1
R00848	K00111	C00093	C00111	564	C00093 <=> C00111	1.1.5.3	1	1
R00848	K00111	C00111	C00093	564	C00093 <=> C00111	1.1.5.3	1	1
R00848	K00112	C00093	C00111	564	C00093 <=> C00111	1.1.5.3	1	1
R00848	K00112	C00111	C00093	564	C00093 <=> C00111	1.1.5.3	1	1
R05062	K00114	C05986	C05985	640	C05986 => C05985	1.1.2.8	1	1
R05198	K00114	C00084	C00469	10	C00469 <=> C00084	1.1.2.8	1	1
R05198	K00114	C00084	C00469	1110	C00469 <=> C00084	1.1.2.8	1	1
R05198	K00114	C00084	C00469	1120	C00469 <=> C00084	1.1.2.8	1	1
R05198	K00114	C00469	C00084	10	C00469 <=> C00084	1.1.2.8	1	1
R05198	K00114	C00469	C00084	1110	C00469 <=> C00084	1.1.2.8	1	1
R05198	K00114	C00469	C00084	1120	C00469 <=> C00084	1.1.2.8	1	1
R05285	K00114	C06753	C06754	625	C06753 => C06754	1.1.2.8	1	1
R05285	K00114	C06753	C06754	1120	C06753 <=> C06754	1.1.2.8	1	1
R05285	K00114	C06754	C06753	1120	C06753 <=> C06754	1.1.2.8	1	1
R00305	K00115	C00031	C00198	30	C00031 => C00198	1.1.5.9	1	1
R00305	K00115	C00031	C00198	1110	C00031 <=> C00198	1.1.5.9	1	1
R00305	K00115	C00198	C00031	1110	C00031 <=> C00198	1.1.5.9	1	1
R00360	K00116	C00149	C00036	620	C00149 => C00036	1.1.5.4	1	1
R01257	K00116	C00036	C00149	620	C00149 <=> C00036	1.1.5.4	1	1
R01257	K00116	C00149	C00036	620	C00149 <=> C00036	1.1.5.4	1	1
R06620	K00117	C00031	C00198	30	C00031 => C00198	1.1.5.2	1	1
R06620	K00117	C00031	C00198	1110	C00031 <=> C00198	1.1.5.2	1	1
R06620	K00117	C00198	C00031	1110	C00031 <=> C00198	1.1.5.2	1	1
R00519	K00122	C00011	C00058	630	C00058 <=> C00011	1.17.1.9	1	1
R00519	K00122	C00011	C00058	1120	C00058 <=> C00011	1.17.1.9	1	1
R00519	K00122	C00058	C00011	630	C00058 <=> C00011	1.17.1.9	1	1
R00519	K00122	C00058	C00011	680	C00058 => C00011 + C00080	1.17.1.9	1	1
R00519	K00122	C00058	C00011	1120	C00058 <=> C00011	1.17.1.9	1	1
R00519	K00122	C00058	C00080	680	C00058 => C00011 + C00080	1.17.1.9	1	1
R00519	K00123	C00011	C00058	630	C00058 <=> C00011	1.17.1.9	1	1
R00519	K00123	C00011	C00058	1120	C00058 <=> C00011	1.17.1.9	1	1
R00519	K00123	C00058	C00011	630	C00058 <=> C00011	1.17.1.9	1	1
R00519	K00123	C00058	C00011	680	C00058 => C00011 + C00080	1.17.1.9	1	1
R00519	K00123	C00058	C00011	1120	C00058 <=> C00011	1.17.1.9	1	1
R00519	K00123	C00058	C00080	680	C00058 => C00011 + C00080	1.17.1.9	1	1
R00519	K00126	C00011	C00058	630	C00058 <=> C00011	1.17.1.9	1	1
R00519	K00126	C00011	C00058	1120	C00058 <=> C00011	1.17.1.9	1	1
R00519	K00126	C00058	C00011	630	C00058 <=> C00011	1.17.1.9	1	1
R00519	K00126	C00058	C00011	680	C00058 => C00011 + C00080	1.17.1.9	1	1
R00519	K00126	C00058	C00011	1120	C00058 <=> C00011	1.17.1.9	1	1
R00519	K00126	C00058	C00080	680	C00058 => C00011 + C00080	1.17.1.9	1	1
R00264	K00128	C00026	C00433	53	C00433 <=> C00026	1.2.1.3	1	1
R00264	K00128	C00433	C00026	40	C00433 => C00026	1.2.1.3	1	1
R00264	K00128	C00433	C00026	53	C00433 <=> C00026	1.2.1.3	1	1
R00631	K00128	C00162	C00071	71	C00162 => C00071	1.2.1.3	1	1
R00710	K00128	C00033	C00084	10	C00084 <=> C00033	1.2.1.3	1	1
R00710	K00128	C00033	C00084	620	C00084 <=> C00033	1.2.1.3	1	1
R00710	K00128	C00033	C00084	1110	C00084 <=> C00033	1.2.1.3	1	1
R00710	K00128	C00033	C00084	1120	C00084 <=> C00033	1.2.1.3	1	1
R00710	K00128	C00084	C00033	10	C00084 <=> C00033	1.2.1.3	1	1
R00710	K00128	C00084	C00033	620	C00084 <=> C00033	1.2.1.3	1	1
R00710	K00128	C00084	C00033	1110	C00084 <=> C00033	1.2.1.3	1	1
R00710	K00128	C00084	C00033	1120	C00084 <=> C00033	1.2.1.3	1	1
R00904	K00128	C05665	C00099	410	C05665 => C00099	1.2.1.3	1	1
R01752	K00128	C00258	C00577	561	C00577 <=> C00258	1.2.1.3	1	1
R01752	K00128	C00577	C00258	561	C00577 <=> C00258	1.2.1.3	1	1
R01986	K00128	C00555	C00334	330	C00555 => C00334	1.2.1.3	1	1
R02549	K00128	C00555	C00334	330	C00555 => C00334	1.2.1.3	1	1
R02549	K00128	C00555	C00334	410	C00555 => C00334	1.2.1.3	1	1
R02678	K00128	C00637	C00954	380	C00637 => C00954	1.2.1.3	1	1
R02940	K00128	C05985	C00804	640	C05985 => C00804	1.2.1.3	1	1
R02957	K00128	C00818	C02670	53	C02670 <=> C00818	1.2.1.3	1	1
R02957	K00128	C02670	C00818	53	C02670 <=> C00818	1.2.1.3	1	1
R03283	K00128	C01149	C01181	310	C01149 => C01181	1.2.1.3	1	1
R03869	K00128	C06002	C02170	280	C06002 => C02170	1.2.1.3	1	1
R04065	K00128	C05130	C02835	340	C05130 => C02835	1.2.1.3	1	1
R04903	K00128	C05634	C05635	380	C05634 => C05635	1.2.1.3	1	1
R05050	K00128	C05936	C02946	330	C05936 => C02946	1.2.1.3	1	1
R05237	K00128	C06613	C06614	625	C06613 => C06614	1.2.1.3	1	1
R05237	K00128	C06613	C06614	1120	C06613 <=> C06614	1.2.1.3	1	1
R05237	K00128	C06614	C06613	1120	C06613 <=> C06614	1.2.1.3	1	1
R05238	K00128	C06615	C16348	1120	C16348 <=> C06615	1.2.1.3	1	1
R05238	K00128	C16348	C06615	625	C16348 => C06615	1.2.1.3	1	1
R05238	K00128	C16348	C06615	1120	C16348 <=> C06615	1.2.1.3	1	1
R05286	K00128	C06754	C06755	625	C06754 => C06755	1.2.1.3	1	1
R05286	K00128	C06754	C06755	1120	C06754 <=> C06755	1.2.1.3	1	1
R05286	K00128	C06755	C06754	1120	C06754 <=> C06755	1.2.1.3	1	1
R06366	K00128	C02576	C11924	903	C02576 => C11924	1.2.1.3	1	1
R06366	K00128	C02576	C11924	1110	C02576 <=> C11924	1.2.1.3	1	1
R06366	K00128	C11924	C02576	1110	C02576 <=> C11924	1.2.1.3	1	1
R00904	K00129	C05665	C00099	410	C05665 => C00099	1.2.1.5	1	1
R00711	K00129	C00033	C00084	10	C00084 <=> C00033	1.2.1.5	1	1
R00711	K00129	C00033	C00084	620	C00084 <=> C00033	1.2.1.5	1	1
R00711	K00129	C00033	C00084	1120	C00084 <=> C00033	1.2.1.5	1	1
R00711	K00129	C00084	C00033	10	C00084 <=> C00033	1.2.1.5	1	1
R00711	K00129	C00084	C00033	620	C00084 <=> C00033	1.2.1.5	1	1
R00711	K00129	C00084	C00033	1120	C00084 <=> C00033	1.2.1.5	1	1
R02536	K00129	C00601	C07086	360	C00601 <=> C07086	1.2.1.5	1	1
R02536	K00129	C00601	C07086	360	C00601 => C07086	1.2.1.5	1	1
R02536	K00129	C00601	C07086	643	C00601 => C07086	1.2.1.5	1	1
R02536	K00129	C00601	C07086	1120	C00601 <=> C07086	1.2.1.5	1	1
R02536	K00129	C07086	C00601	360	C00601 <=> C07086	1.2.1.5	1	1
R02536	K00129	C07086	C00601	1120	C00601 <=> C07086	1.2.1.5	1	1
R02537	K00129	C00601	C07086	360	C00601 <=> C07086	1.2.1.5	1	1
R02537	K00129	C00601	C07086	1120	C00601 <=> C07086	1.2.1.5	1	1
R02537	K00129	C07086	C00601	360	C00601 <=> C07086	1.2.1.5	1	1
R02537	K00129	C07086	C00601	1120	C00601 <=> C07086	1.2.1.5	1	1
R02695	K00129	C00642	C03765	350	C03765 <=> C00642	1.2.1.5	1	1
R02695	K00129	C03765	C00642	350	C03765 <=> C00642	1.2.1.5	1	1
R02695	K00129	C03765	C00642	350	C03765 => C00642	1.2.1.5	1	1
R02697	K00129	C00642	C03765	350	C03765 <=> C00642	1.2.1.5	1	1
R02697	K00129	C03765	C00642	350	C03765 <=> C00642	1.2.1.5	1	1
R03300	K00129	C01161	C04043	350	C04043 <=> C01161	1.2.1.5	1	1
R03300	K00129	C04043	C01161	350	C04043 <=> C01161	1.2.1.5	1	1
R03302	K00129	C01161	C04043	350	C04043 <=> C01161	1.2.1.5	1	1
R03302	K00129	C04043	C01161	350	C04043 <=> C01161	1.2.1.5	1	1
R04882	K00129	C05577	C05580	350	C05577 <=> C05580	1.2.1.5	1	1
R04882	K00129	C05580	C05577	350	C05577 <=> C05580	1.2.1.5	1	1
R04883	K00129	C05577	C05580	350	C05577 <=> C05580	1.2.1.5	1	1
R04883	K00129	C05580	C05577	350	C05577 <=> C05580	1.2.1.5	1	1
R04888	K00129	C05581	C05582	350	C05581 => C05582	1.2.1.5	1	1
R04889	K00129	C05581	C05582	350	C05581 => C05582	1.2.1.5	1	1
R04891	K00129	C05583	C05584	350	C05583 => C05584	1.2.1.5	1	1
R04892	K00129	C05583	C05584	350	C05583 => C05584	1.2.1.5	1	1
R04996	K00129	C05827	C05828	340	C05827 => C05828	1.2.1.5	1	1
R07104	K00129	C06899	C11150	980	C06899 => C11150	1.2.1.5	1	1
R08282	K00129	C07645	C07646	982	C07645 => C07646	1.2.1.5	1	1
R08283	K00129	C07645	C07646	982	C07645 => C07646	1.2.1.5	1	1
R08307	K00129	C16587	C16591	982	C16587 => C16591	1.2.1.5	1	1
R02565	K00130	C00576	C00719	260	C00576 => C00719	1.2.1.8	1	1
R02566	K00130	C00576	C00719	260	C00576 => C00719	1.2.1.8	1	1
R01058	K00131	C00118	C00197	10	C00118 => C00197	1.2.1.9	1	1
R01058	K00131	C00118	C00197	1120	C00118 <=> C00197	1.2.1.9	1	1
R01058	K00131	C00197	C00118	1120	C00118 <=> C00197	1.2.1.9	1	1
R00228	K00132	C00024	C00084	362	C00084 <=> C00024	1.2.1.10	1	1
R00228	K00132	C00024	C00084	620	C00084 <=> C00024	1.2.1.10	1	1
R00228	K00132	C00024	C00084	622	C00084 <=> C00024	1.2.1.10	1	1
R00228	K00132	C00024	C00084	1120	C00084 <=> C00024	1.2.1.10	1	1
R00228	K00132	C00084	C00024	362	C00084 <=> C00024	1.2.1.10	1	1
R00228	K00132	C00084	C00024	620	C00084 <=> C00024	1.2.1.10	1	1
R00228	K00132	C00084	C00024	621	C00084 => C00024	1.2.1.10	1	1
R00228	K00132	C00084	C00024	622	C00084 <=> C00024	1.2.1.10	1	1
R00228	K00132	C00084	C00024	1120	C00084 <=> C00024	1.2.1.10	1	1
R01172	K00132	C01412	C00136	650	C01412 => C00136	1.2.1.10	1	1
R02291	K00133	C00441	C03082	1110	C00441 <=> C03082	1.2.1.11	1	1
R02291	K00133	C00441	C03082	1120	C00441 <=> C03082	1.2.1.11	1	1
R02291	K00133	C03082	C00441	260	C03082 => C00441	1.2.1.11	1	1
R02291	K00133	C03082	C00441	270	C03082 => C00441	1.2.1.11	1	1
R02291	K00133	C03082	C00441	300	C03082 => C00441	1.2.1.11	1	1
R02291	K00133	C03082	C00441	1110	C00441 <=> C03082	1.2.1.11	1	1
R02291	K00133	C03082	C00441	1120	C00441 <=> C03082	1.2.1.11	1	1
R01061	K00134	C00118	C00236	10	C00118 <=> C00236	1.2.1.12	1	1
R01061	K00134	C00118	C00236	1110	C00118 <=> C00236	1.2.1.12	1	1
R01061	K00134	C00118	C00236	1120	C00118 <=> C00236	1.2.1.12	1	1
R01061	K00134	C00236	C00118	710	C00236 => C00118	1.2.1.12	1	1
R01061	K00134	C00236	C00118	10	C00118 <=> C00236	1.2.1.12	1	1
R01061	K00134	C00236	C00118	1110	C00118 <=> C00236	1.2.1.12	1	1
R01061	K00134	C00236	C00118	1120	C00118 <=> C00236	1.2.1.12	1	1
R02549	K00137	C00555	C00334	330	C00555 => C00334	1.2.1.19	1	1
R02549	K00137	C00555	C00334	410	C00555 => C00334	1.2.1.19	1	1
R00713	K00139	C00042	C00232	250	C00232 <=> C00042	1.2.1.24	1	1
R00713	K00139	C00042	C00232	1120	C00232 <=> C00042	1.2.1.24	1	1
R00713	K00139	C00232	C00042	250	C00232 <=> C00042	1.2.1.24	1	1
R00713	K00139	C00232	C00042	350	C00232 => C00042	1.2.1.24	1	1
R00713	K00139	C00232	C00042	650	C00232 => C00042	1.2.1.24	1	1
R00713	K00139	C00232	C00042	1120	C00232 <=> C00042	1.2.1.24	1	1
R01293	K00141	C00156	C00633	1120	C00633 <=> C00156	1.2.1.28	1	1
R01293	K00141	C00633	C00156	623	C00633 => C00156	1.2.1.28	1	1
R01293	K00141	C00633	C00156	627	C00633 => C00156	1.2.1.28	1	1
R01293	K00141	C00633	C00156	1120	C00633 <=> C00156	1.2.1.28	1	1
R01419	K00141	C00180	C00261	1120	C00261 <=> C00180	1.2.1.28	1	1
R01419	K00141	C00261	C00180	623	C00261 => C00180	1.2.1.28	1	1
R01419	K00141	C00261	C00180	627	C00261 => C00180	1.2.1.28	1	1
R01419	K00141	C00261	C00180	1120	C00261 <=> C00180	1.2.1.28	1	1
R07667	K00141	C00587	C03067	1120	C03067 <=> C00587	1.2.1.28	1	1
R07667	K00141	C03067	C00587	623	C03067 => C00587	1.2.1.28	1	1
R07667	K00141	C03067	C00587	1120	C03067 <=> C00587	1.2.1.28	1	1
R05289	K00141	C01454	C06758	1120	C06758 <=> C01454	1.2.1.28	1	1
R05289	K00141	C06758	C01454	622	C06758 => C01454	1.2.1.28	1	1
R05289	K00141	C06758	C01454	1120	C06758 <=> C01454	1.2.1.28	1	1
R05663	K00141	C07214	C07215	622	C07214 => C07215	1.2.1.28	1	1
R05663	K00141	C07214	C07215	1120	C07214 <=> C07215	1.2.1.28	1	1
R05663	K00141	C07215	C07214	1120	C07214 <=> C07215	1.2.1.28	1	1
R05664	K00141	C07209	C07211	622	C07209 => C07211	1.2.1.28	1	1
R05664	K00141	C07209	C07211	1120	C07209 <=> C07211	1.2.1.28	1	1
R05664	K00141	C07211	C07209	1120	C07209 <=> C07211	1.2.1.28	1	1
R03098	K00143	C00956	C05560	300	C00956 => C05560	1.2.1.95	1	1
R04390	K00143	C05535	C04076	300	C05535 => C04076	1.2.1.95	1	1
R04863	K00143	C05560	C05535	300	C05560 => C05535	1.2.1.95	1	1
R03443	K00145	C01250	C04133	1110	C01250 <=> C04133	1.2.1.38	1	1
R03443	K00145	C04133	C01250	330	C04133 => C01250	1.2.1.38	1	1
R03443	K00145	C04133	C01250	1110	C01250 <=> C04133	1.2.1.38	1	1
R02536	K00146	C00601	C07086	360	C00601 <=> C07086	1.2.1.39	1	1
R02536	K00146	C00601	C07086	360	C00601 => C07086	1.2.1.39	1	1
R02536	K00146	C00601	C07086	643	C00601 => C07086	1.2.1.39	1	1
R02536	K00146	C00601	C07086	1120	C00601 <=> C07086	1.2.1.39	1	1
R02536	K00146	C07086	C00601	360	C00601 <=> C07086	1.2.1.39	1	1
R02536	K00146	C07086	C00601	1120	C00601 <=> C07086	1.2.1.39	1	1
R03313	K00147	C03287	C01165	330	C03287 => C01165	1.2.1.41	1	1
R00604	K00148	C00058	C00067	1120	C00067 <=> C00058	1.2.1.46	1	1
R00604	K00148	C00067	C00058	625	C00067 => C00058	1.2.1.46	1	1
R00604	K00148	C00067	C00058	680	C00067 => C00058	1.2.1.46	1	1
R00604	K00148	C00067	C00058	1120	C00067 <=> C00058	1.2.1.46	1	1
R01061	K00150	C00118	C00236	10	C00118 <=> C00236	1.2.1.59	1	1
