kegg	eawag	alam	kegg	eawag	alam
C02909	0	0	C14104	0	0
C02909	0	0	C14104	0	0
C14104	0	0	C02909	0	0
C14098	0	0	C14102	0	0
C14098	0	0	C14102	0	0
C14102	0	0	C14098	0	0
C14315	0	0	C16203	0	0
C14315	0	0	C16203	0	0
C16203	0	0	C14315	0	0
C07535	0	1	C18276	0	0
C07535	0	1	C18276	0	0
C18276	0	0	C07535	0	1
C00090	1	0	C06813	1	0
C06813	1	0	C00090	1	0
C06813	1	0	C00090	1	0
C11006	1	0	C18315	1	0
C11006	1	0	C18315	1	0
C18315	1	0	C11006	1	0
C00805	1	0	C00628	1	1
C00805	1	0	C00628	1	1
C03012	1	0	C06204	1	0
C03012	1	0	C06204	1	0
C06204	1	0	C03012	1	0
C06203	1	0	C06204	1	0
C06204	1	0	C06203	1	0
C06204	1	0	C06203	1	0
C06202	1	0	C06203	1	0
C06203	1	0	C06202	1	0
C06203	1	0	C06202	1	0
C08614	0	0	C08585	0	0
C08579	0	0	C08584	0	0
C08606	0	0	C08614	0	0
C08614	0	0	C08606	0	0
C08614	0	0	C08606	0	0
C13433	0	0	C13431	0	0
C06082	0	0	C15970	0	0
C06082	0	0	C15970	0	0
C15970	0	0	C06082	0	0
C06098	0	0	C15969	0	0
C02094	0	1	C05435	0	0
C05435	0	0	C02094	0	1
C05435	0	0	C02094	0	1
C05432	0	0	C05435	0	0
C05432	0	0	C05435	0	0
C05435	0	0	C05432	0	0
C02094	0	1	C05435	0	0
C05435	0	0	C02094	0	1
C05435	0	0	C02094	0	1
C05432	0	0	C05435	0	0
C05432	0	0	C05435	0	0
C05435	0	0	C05432	0	0
C00665	0	1	C05345	0	0
C00002	0	1	C00008	0	1
C00008	0	1	C00002	0	1
C00008	0	1	C00020	0	1
C00015	0	1	C00105	0	1
C00075	0	1	C00015	0	1
C00035	0	1	C00144	0	1
C00044	0	1	C00035	0	1
C00112	0	1	C00055	0	1
C00063	0	1	C00112	0	1
C00104	0	1	C00081	0	1
C00104	0	1	C00130	0	1
C00363	0	1	C00364	0	1
C00459	0	1	C00363	0	1
C00002	0	1	C00008	0	1
C00008	0	1	C00002	0	1
C00008	0	1	C00020	0	1
C00015	0	1	C00105	0	1
C00075	0	1	C00015	0	1
C00035	0	1	C00144	0	1
C00044	0	1	C00035	0	1
C00112	0	1	C00055	0	1
C00063	0	1	C00112	0	1
C00104	0	1	C00081	0	1
C00104	0	1	C00130	0	1
C00363	0	1	C00364	0	1
C00459	0	1	C00363	0	1
C00061	0	1	C00016	0	1
C00422	0	0	C00162	0	0
C00422	0	0	C00641	0	0
C00641	0	0	C00162	0	0
C00641	0	0	C01885	0	0
C04230	0	0	C00670	0	1
C04233	0	0	C00670	0	1
C04438	0	0	C01233	0	0
C05973	0	0	C01233	0	0
C00077	0	0	C00437	0	1
C00437	0	1	C00077	0	0
C00437	0	1	C00077	0	0
C00025	0	1	C00624	0	1
C00025	0	1	C00624	0	1
C00624	0	1	C00025	0	1
C00964	0	0	C01767	0	0
C00964	0	0	C01767	0	0
C01880	1	0	C06103	1	0
C01880	1	0	C06103	1	0
C06103	1	0	C01880	1	0
C11402	0	0	C11404	0	0
C11403	0	0	C11406	0	0
C11414	0	0	C11417	0	0
C11414	0	0	C11417	0	0
C11417	0	0	C11414	0	0
C11418	0	0	C11420	0	0
C06099	0	0	C07271	0	0
C06099	0	0	C07271	0	0
C07271	0	0	C06099	0	0
C00521	0	0	C19081	0	0
C00521	0	0	C19081	0	0
C06099	0	0	C07271	0	0
C06099	0	0	C07271	0	0
C07271	0	0	C06099	0	0
C07113	1	0	C11348	1	0
C11348	1	0	C07113	1	0
C11348	1	0	C07113	1	0
C00099	0	1	C05341	0	0
C05341	0	0	C00099	0	1
C00099	0	1	C05340	0	0
C00099	0	1	C00386	0	1
C00135	0	1	C00386	0	1
C00334	0	1	C00884	0	0
C00884	0	0	C00334	0	1
C00099	0	1	C01262	0	0
C01152	0	0	C01262	0	0
C03033	0	0	C00191	0	1
C03033	0	0	C00191	0	1
C02730	0	0	C03160	0	0
C02730	0	0	C03160	0	0
C03160	0	0	C02730	0	0
C00876	0	0	C19151	0	0
C00876	0	0	C19151	0	0
C19151	0	0	C00876	0	0
C19155	0	0	C19156	0	0
C19156	0	0	C19155	0	0
C19156	0	0	C19155	0	0
C02188	0	0	C05544	0	0
C05544	0	0	C05545	0	0
C05545	0	0	C05546	0	0
C01020	0	0	C01059	1	0
C06173	0	0	C06175	0	0
C06173	0	0	C06175	0	0
C06175	0	0	C06173	0	0
C01516	0	0	C06174	0	0
C06174	0	0	C01516	0	0
C06174	0	0	C01516	0	0
C01735	0	0	C06175	0	0
C06175	0	0	C01735	0	0
C06175	0	0	C01735	0	0
C06172	0	0	C06173	0	0
C06173	0	0	C06172	0	0
C06173	0	0	C06172	0	0
C00603	0	0	C02091	0	0
C02091	0	0	C00603	0	0
C02091	0	0	C00603	0	0
C00407	0	1	C19491	0	0
C00407	0	1	C19491	0	0
C19491	0	0	C00407	0	1
C00154	1	1	C00249	1	0
C00249	1	0	C00154	1	1
C01013	0	1	C05668	0	0
C01013	0	1	C05668	0	0
C05668	0	0	C01013	0	1
C00894	1	0	C05668	0	0
C00894	1	0	C05668	0	0
C00894	1	0	C05668	0	0
C05668	0	0	C00894	1	0
C05668	0	0	C00894	1	0
C05668	0	0	C00894	1	0
C05668	0	0	C00894	1	0
C00100	1	1	C00894	1	0
C00100	1	1	C00894	1	0
C00894	1	0	C00100	1	1
C00894	1	0	C00100	1	1
C00894	1	0	C00100	1	1
C00011	1	1	C00058	1	1
C00011	1	1	C00058	1	1
C00011	1	1	C00058	1	1
C00058	1	1	C00011	1	1
C00101	0	1	C00440	0	1
C00101	0	1	C06021	0	0
C00440	0	1	C00101	0	1
C00440	0	1	C00101	0	1
C00440	0	1	C06020	0	0
C00440	0	1	C06020	0	0
C00440	0	1	C06020	0	0
C00440	0	1	C06020	0	0
C06020	0	0	C00440	0	1
C06020	0	0	C00440	0	1
C06020	0	0	C06021	0	0
C06021	0	0	C00101	0	1
C06021	0	0	C00101	0	1
C06021	0	0	C06020	0	0
C06021	0	0	C06020	0	0
C00024	1	1	C00227	0	0
C00024	1	1	C00227	0	0
C00024	1	1	C00227	0	0
C00024	1	1	C00227	0	0
C00024	1	1	C00227	0	0
C00227	0	0	C00024	1	1
C00227	0	0	C00024	1	1
C00227	0	0	C00024	1	1
C00227	0	0	C00024	1	1
C00100	1	1	C02876	0	0
C00100	1	1	C02876	0	0
C02876	0	0	C00100	1	1
C00091	1	1	C00232	1	1
C00091	1	1	C00232	1	1
C00232	1	1	C00091	1	1
C00222	1	1	C01013	0	1
C00222	1	1	C01013	0	1
C01013	0	1	C00222	1	1
C03198	0	0	C03590	0	0
C03198	0	0	C03590	0	0
C03590	0	0	C03198	0	0
C01984	0	0	C02137	1	0
C01984	0	0	C02137	1	0
C02137	1	0	C01984	0	0
C02720	1	0	C06876	1	0
C06876	1	0	C02720	1	0
C06876	1	0	C02720	1	0
C06813	1	0	C06876	1	0
C06813	1	0	C06876	1	0
C06876	1	0	C06813	1	0
C01424	1	0	C05616	1	0
C05616	1	0	C01424	1	0
C02220	0	0	C03453	0	0
C00341	0	1	C11388	0	0
C00341	0	1	C11388	0	0
C11388	0	0	C00341	0	1
C00341	0	1	C00521	0	0
C00341	0	1	C00521	0	0
C00521	0	0	C00341	0	1
C00521	0	0	C01123	0	0
C00521	0	0	C01123	0	0
C01123	0	0	C00521	0	0
C01123	0	0	C02485	0	0
C01123	0	0	C02485	0	0
C02485	0	0	C01123	0	0
C02485	0	0	C11951	0	0
C02485	0	0	C11951	0	0
C11951	0	0	C02485	0	0
C00843	0	0	C09893	0	0
C09893	0	0	C00843	0	0
C09893	0	0	C00843	0	0
C09893	0	0	C11952	0	0
C00400	0	0	C00843	0	0
C00843	0	0	C00400	0	0
C00843	0	0	C00400	0	0
C00843	0	0	C00553	0	0
C00341	0	1	C06099	0	0
C00341	0	1	C06099	0	0
C06099	0	0	C00341	0	1
C00341	0	1	C02344	0	0
C00341	0	1	C02344	0	0
C02344	0	0	C00341	0	1
C00341	0	1	C03190	0	0
C00341	0	1	C03190	0	0
C03190	0	0	C00341	0	1
C01500	0	0	C17621	0	0
C01500	0	0	C17621	0	0
C17621	0	0	C01500	0	0
C00826	0	0	C00082	1	1
C00826	0	0	C00082	1	1
C00067	1	1	C00218	1	1
C00218	1	1	C00067	1	1
C00218	1	1	C00067	1	1
C00067	1	1	C00218	1	1
C00218	1	1	C00067	1	1
C00218	1	1	C00067	1	1
C00024	1	1	C00158	0	1
C00024	1	1	C00158	0	1
C00024	1	1	C00158	0	1
C00036	0	1	C00158	0	1
C00036	0	1	C00158	0	1
C00036	0	1	C00158	0	1
C00158	0	1	C00024	1	1
C00158	0	1	C00024	1	1
C00158	0	1	C00024	1	1
C00158	0	1	C00024	1	1
C00158	0	1	C00036	0	1
C00158	0	1	C00036	0	1
C00158	0	1	C00036	0	1
C00158	0	1	C00036	0	1
C00024	1	1	C00158	0	1
C00024	1	1	C00158	0	1
C00024	1	1	C00158	0	1
C00036	0	1	C00158	0	1
C00036	0	1	C00158	0	1
C00036	0	1	C00158	0	1
C00158	0	1	C00024	1	1
C00158	0	1	C00024	1	1
C00158	0	1	C00024	1	1
C00158	0	1	C00024	1	1
C00158	0	1	C00036	0	1
C00158	0	1	C00036	0	1
C00158	0	1	C00036	0	1
C00158	0	1	C00036	0	1
C00530	1	0	C06603	1	0
C00530	1	0	C06603	1	0
C06603	1	0	C00530	1	0
C03434	1	0	C07099	1	0
C03434	1	0	C07099	1	0
C07099	1	0	C03434	1	0
C07097	1	0	C07099	1	0
C07099	1	0	C07097	1	0
C07099	1	0	C07097	1	0
C04226	0	0	C16159	0	0
C00014	0	0	C00025	0	1
C00014	0	0	C00025	0	1
C00014	0	0	C00025	0	1
C00025	0	1	C00014	0	0
C00025	0	1	C00014	0	0
C00025	0	1	C00014	0	0
C00025	0	1	C00026	1	1
C00025	0	1	C00026	1	1
C00026	1	1	C00025	0	1
C00026	1	1	C00025	0	1
C00099	0	1	C00222	1	1
C00099	0	1	C00222	1	1
C00222	1	1	C00099	0	1
C00222	1	1	C00099	0	1
C00593	0	0	C05123	0	0
C00162	0	0	C03547	1	0
C12044	0	0	C14727	0	0
C14727	0	0	C12044	0	0
C14727	0	0	C12044	0	0
C00582	1	1	C05598	0	0
C00330	0	1	C00362	0	1
C00362	0	1	C00330	0	1
C02188	0	0	C05544	0	0
C05544	0	0	C05545	0	0
C05545	0	0	C05546	0	0
C00197	0	1	C00631	0	1
C00197	0	1	C00631	0	1
C00197	0	1	C00631	0	1
C00631	0	1	C00197	0	1
C00631	0	1	C00197	0	1
C00631	0	1	C00197	0	1
C00631	0	1	C00197	0	1
C00197	0	1	C00631	0	1
C00197	0	1	C00631	0	1
C00197	0	1	C00631	0	1
C00631	0	1	C00197	0	1
C00631	0	1	C00197	0	1
C00631	0	1	C00197	0	1
C00631	0	1	C00197	0	1
C00197	0	1	C00631	0	1
C00197	0	1	C00631	0	1
C00197	0	1	C00631	0	1
C00631	0	1	C00197	0	1
C00631	0	1	C00197	0	1
C00631	0	1	C00197	0	1
C00631	0	1	C00197	0	1
C00230	1	0	C02637	0	0
C00230	1	0	C02637	0	0
C02637	0	0	C00230	1	0
C02637	0	0	C00230	1	0
C00735	0	1	C00762	0	1
C02140	0	1	C05490	0	0
C05284	0	0	C05285	0	0
C05476	0	0	C05478	0	0
C00416	0	1	C00641	0	0
C00416	0	1	C00641	0	0
C00427	0	1	C00584	0	1
C00427	0	1	C00584	0	1
C00376	0	1	C00473	0	1
C00473	0	1	C00376	0	1
C01180	0	0	C17210	0	0
C01180	0	0	C17210	0	0
C17210	0	0	C01180	0	0
C17211	0	0	C17214	0	0
C01180	0	0	C17210	0	0
C01180	0	0	C17210	0	0
C17210	0	0	C01180	0	0
C17211	0	0	C17214	0	0
C17216	0	0	C17218	0	0
C17220	0	0	C17222	0	0
C17224	0	0	C17226	0	0
C17228	0	0	C17230	0	0
C05414	0	0	C05430	0	0
C05414	0	0	C05430	0	0
C05430	0	0	C05414	0	0
C05430	0	0	C05431	0	0
C05430	0	0	C05431	0	0
C05431	0	0	C05430	0	0
C05431	0	0	C05432	0	0
C05431	0	0	C05432	0	0
C05432	0	0	C05431	0	0
C02094	0	1	C08591	0	0
C02094	0	1	C08591	0	0
C08591	0	0	C02094	0	1
C06098	0	0	C08591	0	0
C08591	0	0	C06098	0	0
C08591	0	0	C06098	0	0
C08592	0	0	C15965	0	0
C05433	0	0	C08590	0	0
C05433	0	0	C08590	0	0
C08590	0	0	C05433	0	0
C08592	0	0	C15966	0	0
C08583	0	0	C15967	0	0
C15965	0	0	C15968	0	0
C15966	0	0	C15968	0	0
C15967	0	0	C08580	0	0
C15981	0	0	C08601	0	0
C06584	1	0	C06585	1	0
C06584	1	0	C06585	1	0
C06585	1	0	C06584	1	0
C06584	1	0	C06585	1	0
C06584	1	0	C06585	1	0
C06585	1	0	C06584	1	0
C06588	0	0	C06589	0	0
C06588	0	0	C06589	0	0
C06589	0	0	C06588	0	0
C06588	0	0	C06589	0	0
C06588	0	0	C06589	0	0
C06589	0	0	C06588	0	0
C08060	0	0	C08061	0	0
C08060	0	0	C08061	0	0
C08061	0	0	C08060	0	0
C00108	1	1	C08062	0	0
C00596	1	0	C08062	0	0
C08062	0	0	C00108	1	1
C08062	0	0	C00108	1	1
C08062	0	0	C00596	1	0
C08062	0	0	C00596	1	0
C00556	1	0	C01455	1	0
C01455	1	0	C00556	1	0
C01455	1	0	C00556	1	0
C06756	1	0	C06757	1	0
C06756	1	0	C06757	1	0
C06757	1	0	C06756	1	0
C07212	0	0	C07213	0	0
C07212	0	0	C07213	0	0
C07213	0	0	C07212	0	0
C07208	0	0	C07216	0	0
C07208	0	0	C07216	0	0
C07216	0	0	C07208	0	0
C00556	1	0	C01455	1	0
C01455	1	0	C00556	1	0
C01455	1	0	C00556	1	0
C06756	1	0	C06757	1	0
C06756	1	0	C06757	1	0
C06757	1	0	C06756	1	0
C07212	0	0	C07213	0	0
C07212	0	0	C07213	0	0
C07213	0	0	C07212	0	0
C07208	0	0	C07216	0	0
C07208	0	0	C07216	0	0
C07216	0	0	C07208	0	0
C01177	0	1	C00137	0	1
C01177	0	1	C00137	0	1
C03546	0	0	C00137	0	1
C03546	0	0	C00137	0	1
C00137	0	1	C04006	0	1
C04006	0	1	C00137	0	1
C04006	0	1	C00137	0	1
C04006	0	1	C00137	0	1
C04006	0	1	C00137	0	1
C00053	0	1	C00224	0	1
C00053	0	1	C00224	0	1
C00224	0	1	C00053	0	1
C00556	1	0	C01455	1	0
C01455	1	0	C00556	1	0
C01455	1	0	C00556	1	0
C01455	1	0	C01467	1	0
C01455	1	0	C01467	1	0
C01467	1	0	C01455	1	0
C01455	1	0	C01468	1	0
C01455	1	0	C01468	1	0
C01468	1	0	C01455	1	0
C00556	1	0	C01455	1	0
C01455	1	0	C00556	1	0
C01455	1	0	C00556	1	0
C01455	1	0	C01467	1	0
C01455	1	0	C01467	1	0
C01467	1	0	C01455	1	0
C01455	1	0	C01468	1	0
C01455	1	0	C01468	1	0
C01468	1	0	C01455	1	0
C00556	1	0	C01455	1	0
C01455	1	0	C00556	1	0
C01455	1	0	C00556	1	0
C01455	1	0	C01467	1	0
C01455	1	0	C01467	1	0
C01467	1	0	C01455	1	0
C01455	1	0	C01468	1	0
C01455	1	0	C01468	1	0
C01468	1	0	C01455	1	0
C00556	1	0	C01455	1	0
C01455	1	0	C00556	1	0
C01455	1	0	C00556	1	0
C01455	1	0	C01467	1	0
C01455	1	0	C01467	1	0
C01467	1	0	C01455	1	0
C01455	1	0	C01468	1	0
C01455	1	0	C01468	1	0
C01468	1	0	C01455	1	0
C00556	1	0	C01455	1	0
C01455	1	0	C00556	1	0
C01455	1	0	C00556	1	0
C01455	1	0	C01467	1	0
C01455	1	0	C01467	1	0
C01467	1	0	C01455	1	0
C01455	1	0	C01468	1	0
C01455	1	0	C01468	1	0
C01468	1	0	C01455	1	0
C06333	1	0	C06336	1	0
C06333	1	0	C06336	1	0
C06336	1	0	C06333	1	0
C06677	0	0	C06730	1	0
C06677	0	0	C06730	1	0
C06730	1	0	C06677	0	0
C06333	1	0	C06336	1	0
C06333	1	0	C06336	1	0
C06336	1	0	C06333	1	0
C06677	0	0	C06730	1	0
C06677	0	0	C06730	1	0
C06730	1	0	C06677	0	0
C00441	0	0	C03283	0	0
C00441	0	0	C03283	0	0
C03283	0	0	C00441	0	0
C00188	0	1	C03508	0	0
C03508	0	0	C00188	0	1
C00322	0	1	C00527	1	1
C00322	0	1	C06157	0	0
C00448	0	1	C09672	0	0
C00448	0	1	C16142	0	0
C00448	0	1	C09629	0	0
C00448	0	1	C09629	0	0
C09629	0	0	C00448	0	1
C01054	0	0	C08616	0	0
C08616	0	0	C01054	0	0
C06023	0	0	C00329	0	1
C01222	0	0	C03117	0	0
C01222	0	0	C03117	0	0
C01222	0	0	C03117	0	0
C03117	0	0	C01222	0	0
C03117	0	0	C01222	0	0
C01222	0	0	C03117	0	0
C01222	0	0	C03117	0	0
C01222	0	0	C03117	0	0
C03117	0	0	C01222	0	0
C03117	0	0	C01222	0	0
C00533	0	1	C00887	0	0
C00533	0	1	C00887	0	0
C12354	0	0	C18337	0	0
C18337	0	0	C12354	0	0
C12368	0	0	C12369	0	0
C12368	0	0	C12369	0	0
C12369	0	0	C12368	0	0
C01126	0	0	C03461	0	0
C00048	1	1	C00160	1	1
C00048	1	1	C00160	1	1
C00160	1	1	C00048	1	1
C00160	1	1	C00048	1	1
C00168	0	1	C00258	0	1
C00168	0	1	C00258	0	1
C00168	0	1	C00258	0	1
C00168	0	1	C00258	0	1
C00258	0	1	C00168	0	1
C00258	0	1	C00168	0	1
C00258	0	1	C00168	0	1
C00197	0	1	C00258	0	1
C00197	0	1	C00258	0	1
C00258	0	1	C00197	0	1
C00258	0	1	C00197	0	1
C00258	0	1	C00197	0	1
C02352	0	0	C00181	0	1
C02352	0	0	C00181	0	1
C02474	0	0	C00259	0	1
C00089	0	1	C00267	1	0
C00089	0	1	C02336	0	0
C12420	0	0	C12421	0	0
C12420	0	0	C12421	0	0
C12421	0	0	C12420	0	0
C12416	0	0	C18629	0	0
C18629	0	0	C12416	0	0
C18629	0	0	C12416	0	0
C12415	0	0	C12416	0	0
C12416	0	0	C12415	0	0
C12416	0	0	C12415	0	0
C12421	0	0	C12422	0	0
C12421	0	0	C12422	0	0
C12422	0	0	C12421	0	0
C18630	0	0	C18631	0	0
C18630	0	0	C18631	0	0
C18631	0	0	C18630	0	0
C12417	0	0	C12419	0	0
C12417	0	0	C12419	0	0
C12419	0	0	C12417	0	0
C12423	0	0	C12424	0	0
C12423	0	0	C12424	0	0
C12424	0	0	C12423	0	0
C12424	0	0	C18634	0	0
C12424	0	0	C18634	0	0
C18634	0	0	C12424	0	0
C18634	0	0	C18635	0	0
C18634	0	0	C18635	0	0
C18635	0	0	C18634	0	0
C12424	0	0	C12425	0	0
C12424	0	0	C12425	0	0
C12425	0	0	C12424	0	0
C12428	0	0	C12429	0	0
C12428	0	0	C12429	0	0
C12429	0	0	C12428	0	0
C01907	0	0	C12432	0	0
C12432	0	0	C01907	0	0
C12432	0	0	C01907	0	0
C12429	0	0	C12430	0	0
C12429	0	0	C12430	0	0
C12430	0	0	C12429	0	0
C01907	0	0	C12430	0	0
C12430	0	0	C01907	0	0
C12430	0	0	C01907	0	0
C01661	0	0	C01907	0	0
C01907	0	0	C01661	0	0
C01907	0	0	C01661	0	0
C12428	0	0	C12431	0	0
C12428	0	0	C12431	0	0
C12431	0	0	C12428	0	0
C12431	0	0	C12432	0	0
C12431	0	0	C12432	0	0
C12432	0	0	C12431	0	0
C18640	0	0	C18641	0	0
C18640	0	0	C18641	0	0
C18641	0	0	C18640	0	0
C12366	0	0	C12367	0	0
C12366	0	0	C12367	0	0
C12367	0	0	C12366	0	0
C12367	0	0	C12368	0	0
C12367	0	0	C12368	0	0
C12368	0	0	C12367	0	0
C06801	0	0	C12371	0	0
C12371	0	0	C06801	0	0
C12371	0	0	C06801	0	0
C11933	0	0	C12001	0	0
C11933	0	0	C12001	0	0
C12000	0	0	C12001	0	0
C12000	0	0	C12001	0	0
C12001	0	0	C11933	0	0
C12001	0	0	C12000	0	0
C11912	0	0	C12003	0	0
C11912	0	0	C12003	0	0
C12002	0	0	C12003	0	0
C12002	0	0	C12003	0	0
C12003	0	0	C11912	0	0
C12003	0	0	C12002	0	0
C02400	0	0	C11916	0	0
C02400	0	0	C12003	0	0
C11916	0	0	C02400	0	0
C11916	0	0	C02400	0	0
C12003	0	0	C02400	0	0
C12003	0	0	C02400	0	0
C00744	0	0	C02400	0	0
C02400	0	0	C00744	0	0
C02400	0	0	C00744	0	0
C00744	0	0	C01457	0	0
C00744	0	0	C01457	0	0
C01457	0	0	C00744	0	0
C00083	0	1	C11997	0	0
C00083	0	1	C11997	0	0
C11997	0	0	C00083	0	1
C11911	0	0	C11994	0	0
C11993	0	0	C11994	0	0
C11911	0	0	C11998	0	0
C11911	0	0	C11998	0	0
C11997	0	0	C11998	0	0
C11997	0	0	C11998	0	0
C11998	0	0	C11911	0	0
C11998	0	0	C11997	0	0
C11994	0	0	C11995	0	0
C11994	0	0	C11996	0	0
C11998	0	0	C11999	0	0
C11998	0	0	C11999	0	0
C11999	0	0	C11998	0	0
C12210	0	0	C12211	0	0
C12210	0	0	C12211	0	0
C12211	0	0	C12210	0	0
C12107	0	0	C12108	0	0
C12108	0	0	C12107	0	0
C12108	0	0	C12107	0	0
C12212	0	0	C12213	0	0
C12212	0	0	C12213	0	0
C12213	0	0	C12212	0	0
C00280	0	1	C00674	0	1
C00222	1	1	C01013	0	1
C00222	1	1	C01013	0	1
C01013	0	1	C00222	1	1
C00498	0	1	C00718	0	0
C00718	0	0	C00369	0	0
C00029	0	1	C00718	0	0
C00132	1	1	C01438	0	0
C01438	0	0	C00132	1	1
C01438	0	0	C00132	1	1
C00132	1	1	C01438	0	0
C01438	0	0	C00132	1	1
C01438	0	0	C00132	1	1
C00132	1	1	C01438	0	0
C01438	0	0	C00132	1	1
C01438	0	0	C00132	1	1
C00132	1	1	C01438	0	0
C01438	0	0	C00132	1	1
C01438	0	0	C00132	1	1
C02167	0	0	C02514	0	0
C02167	0	0	C02514	0	0
C02514	0	0	C02167	0	0
C00022	1	1	C02514	0	0
C00122	1	1	C02514	0	0
C02514	0	0	C00022	1	1
C02514	0	0	C00022	1	1
C02514	0	0	C00122	1	1
C00022	1	1	C02514	0	0
C00122	1	1	C02514	0	0
C02514	0	0	C00022	1	1
C02514	0	0	C00022	1	1
C02514	0	0	C00122	1	1
C00122	1	1	C01061	1	1
C00164	1	1	C01061	1	1
C01061	1	1	C00122	1	1
C01061	1	1	C00122	1	1
C01061	1	1	C00122	1	1
C01061	1	1	C00164	1	1
C01061	1	1	C00164	1	1
C01061	1	1	C00164	1	1
C00527	1	1	C02411	1	0
C00527	1	1	C02411	1	0
C02411	1	0	C00527	1	1
C00191	0	1	C05385	0	0
C00191	0	1	C05385	0	0
C00191	0	1	C05385	0	0
C05385	0	0	C00191	0	1
C05385	0	0	C00191	0	1
C05385	0	0	C00191	0	1
C00146	1	0	C00156	1	1
C00146	1	0	C00156	1	1
C00156	1	1	C00146	1	0
C06578	0	0	C06579	0	0
C06578	0	0	C06579	0	0
C06579	0	0	C06578	0	0
C00090	1	0	C00108	1	1
C00108	1	1	C00014	0	0
C00108	1	1	C00090	1	0
C00108	1	1	C00090	1	0
C00090	1	0	C00108	1	1
C00108	1	1	C00014	0	0
C00108	1	1	C00090	1	0
C00108	1	1	C00090	1	0
C00090	1	0	C00108	1	1
C00108	1	1	C00014	0	0
C00108	1	1	C00090	1	0
C00108	1	1	C00090	1	0
C00090	1	0	C00108	1	1
C00108	1	1	C00014	0	0
C00108	1	1	C00090	1	0
C00108	1	1	C00090	1	0
C02067	0	0	C01168	0	0
C00106	0	1	C01168	0	0
C01168	0	0	C00106	0	1
C00157	0	1	C04230	0	0
C00157	0	1	C00219	0	1
C00219	0	1	C00157	0	1
C00350	0	1	C04438	0	0
C00157	0	1	C01595	0	0
C04756	0	0	C04635	0	0
C05212	0	0	C04317	0	0
C00157	0	1	C06427	0	0
C00157	0	1	C04230	0	0
C00157	0	1	C00219	0	1
C00219	0	1	C00157	0	1
C00350	0	1	C04438	0	0
C00157	0	1	C01595	0	0
C04756	0	0	C04635	0	0
C05212	0	0	C04317	0	0
C00157	0	1	C06427	0	0
C00350	0	1	C01241	0	0
C01097	0	0	C03785	0	0
C03785	0	0	C01097	0	0
C01097	0	0	C03785	0	0
C03785	0	0	C01097	0	0
C01097	0	0	C03785	0	0
C03785	0	0	C01097	0	0
C01097	0	0	C03785	0	0
C03785	0	0	C01097	0	0
C05345	0	0	C05378	0	0
C05345	0	0	C05378	0	0
C05345	0	0	C05378	0	0
C05345	0	0	C05378	0	0
C05345	0	0	C05378	0	0
C05345	0	0	C05378	0	0
C05378	0	0	C05345	0	0
C05378	0	0	C05345	0	0
C01179	1	1	C03198	0	0
C01179	1	1	C03198	0	0
C03198	0	0	C01179	1	1
C03198	0	0	C03590	0	0
C03198	0	0	C03590	0	0
C03590	0	0	C03198	0	0
C00082	1	1	C01179	1	1
C00082	1	1	C12323	0	0
C03590	0	0	C01179	1	1
C03590	0	0	C12323	0	0
C03590	0	0	C12323	0	0
C12323	0	0	C03590	0	0
C12026	0	0	C12325	0	0
C12325	0	0	C12026	0	0
C12325	0	0	C12026	0	0
C00083	0	1	C12324	0	0
C00083	0	1	C12324	0	0
C12324	0	0	C12325	0	0
C12324	0	0	C12325	0	0
C12325	0	0	C12324	0	0
C11907	0	0	C11930	0	0
C11907	0	0	C11930	0	0
C11907	0	0	C11930	0	0
C11930	0	0	C11907	0	0
C11909	0	0	C11910	0	0
C18029	0	0	C18030	0	0
C04115	0	0	C04434	1	0
C04434	1	0	C04115	0	0
C04434	1	0	C04115	0	0
C00157	0	1	C00641	0	0
C00344	0	1	C00641	0	0
C00350	0	1	C00641	0	0
C01194	0	0	C01177	0	1
C04756	0	0	C03454	0	0
C00188	0	1	C12147	0	0
C01251	0	0	C04002	0	0
C04002	0	0	C01251	0	0
C04002	0	0	C05662	0	0
C05662	0	0	C04002	0	0
C01251	0	0	C04002	0	0
C04002	0	0	C01251	0	0
C04002	0	0	C05662	0	0
C05662	0	0	C04002	0	0
C04598	0	0	C04317	0	0
C00422	0	0	C00162	0	0
C00422	0	0	C00641	0	0
C00641	0	0	C00162	0	0
C00641	0	0	C01885	0	0
C00157	0	1	C04233	0	0
C00350	0	1	C05973	0	0
C02737	0	1	C05974	0	0
C00157	0	1	C06427	0	0
C12248	0	0	C02350	0	0
C02348	0	0	C02350	0	0
C02348	0	0	C02350	0	0
C02350	0	0	C02348	0	0
C02350	0	0	C02348	0	0
C00499	0	0	C02350	0	0
C00499	0	0	C02350	0	0
C02350	0	0	C00499	0	0
C02350	0	0	C00499	0	0
C05528	0	1	C11537	0	0
C11537	0	0	C05528	0	1
C11537	0	0	C05528	0	1
C00817	0	0	C00204	0	0
C00817	0	0	C00204	0	0
C00048	1	1	C00603	0	0
C00086	0	1	C00603	0	0
C00603	0	0	C00048	1	1
C00603	0	0	C00086	0	1
C00157	0	1	C00416	0	1
C00350	0	1	C00416	0	1
C04756	0	0	C15647	0	0
C00642	1	1	C01161	1	1
C00642	1	1	C01161	1	1
C01161	1	1	C00642	1	1
C05593	0	0	C01161	1	1
C00705	0	1	C00239	0	1
C00458	0	1	C00239	0	1
C00053	0	1	C00054	0	1
C00053	0	1	C00054	0	1
C00054	0	1	C00053	0	1
